frame,abstime,reltime,Line 2 [C]
0,2020-07-13 01:14:36.441000,0.000000,2.508379e+01
1,2020-07-13 01:14:36.574000,0.133000,2.584862e+01
2,2020-07-13 01:14:36.707000,0.266000,2.584087e+01
3,2020-07-13 01:14:36.841000,0.400000,2.582712e+01
4,2020-07-13 01:14:36.974000,0.533000,2.583442e+01
5,2020-07-13 01:14:37.107000,0.666000,2.582828e+01
6,2020-07-13 01:14:37.240000,0.799000,2.582467e+01
7,2020-07-13 01:14:37.374000,0.933000,2.581299e+01
8,2020-07-13 01:14:37.507000,1.066000,2.582635e+01
9,2020-07-13 01:14:37.640000,1.199000,2.583255e+01
10,2020-07-13 01:14:37.773000,1.332000,2.504511e+01
11,2020-07-13 01:14:37.907000,1.466000,2.582722e+01
12,2020-07-13 01:14:38.040000,1.599000,2.583483e+01
13,2020-07-13 01:14:38.173000,1.732000,2.583672e+01
14,2020-07-13 01:14:38.440000,1.999000,2.577235e+01
15,2020-07-13 01:14:38.573000,2.132000,2.573814e+01
16,2020-07-13 01:14:38.707000,2.266000,2.573897e+01
17,2020-07-13 01:14:38.840000,2.399000,2.571333e+01
18,2020-07-13 01:14:38.973000,2.532000,2.572133e+01
19,2020-07-13 01:14:39.107000,2.666000,2.570014e+01
20,2020-07-13 01:14:39.240000,2.799000,2.488763e+01
21,2020-07-13 01:14:39.374000,2.933000,2.569960e+01
22,2020-07-13 01:14:39.507000,3.066000,2.571119e+01
23,2020-07-13 01:14:39.640000,3.199000,2.569222e+01
24,2020-07-13 01:14:39.773000,3.332000,2.575744e+01
25,2020-07-13 01:14:39.907000,3.466000,2.579806e+01
26,2020-07-13 01:14:40.040000,3.599000,2.581227e+01
27,2020-07-13 01:14:40.173000,3.732000,2.582760e+01
28,2020-07-13 01:14:40.306000,3.865000,2.581836e+01
29,2020-07-13 01:14:40.440000,3.999000,2.580923e+01
30,2020-07-13 01:14:40.707000,4.266000,2.499834e+01
31,2020-07-13 01:14:40.840000,4.399000,2.583968e+01
32,2020-07-13 01:14:40.973000,4.532000,2.509690e+01
33,2020-07-13 01:14:41.107000,4.666000,2.506917e+01
34,2020-07-13 01:14:41.240000,4.799000,2.508079e+01
35,2020-07-13 01:14:41.374000,4.933000,2.512359e+01
36,2020-07-13 01:14:41.507000,5.066000,2.508681e+01
37,2020-07-13 01:14:41.640000,5.199000,2.510075e+01
38,2020-07-13 01:14:41.773000,5.332000,2.508286e+01
39,2020-07-13 01:14:41.907000,5.466000,2.507436e+01
40,2020-07-13 01:14:42.040000,5.599000,2.494115e+01
41,2020-07-13 01:14:42.173000,5.732000,2.503809e+01
42,2020-07-13 01:14:42.306000,5.865000,2.503736e+01
43,2020-07-13 01:14:42.440000,5.999000,2.503607e+01
44,2020-07-13 01:14:42.573000,6.132000,2.506576e+01
45,2020-07-13 01:14:42.840000,6.399000,2.504875e+01
46,2020-07-13 01:14:42.973000,6.532000,2.504450e+01
47,2020-07-13 01:14:43.107000,6.666000,2.503763e+01
48,2020-07-13 01:14:43.240000,6.799000,2.502267e+01
49,2020-07-13 01:14:43.373000,6.932000,2.502831e+01
50,2020-07-13 01:14:43.506000,7.065000,2.492408e+01
51,2020-07-13 01:14:43.640000,7.199000,2.500286e+01
52,2020-07-13 01:14:43.773000,7.332000,2.500118e+01
53,2020-07-13 01:14:43.907000,7.466000,2.502116e+01
54,2020-07-13 01:14:44.040000,7.599000,2.502752e+01
55,2020-07-13 01:14:44.173000,7.732000,2.499280e+01
56,2020-07-13 01:14:44.306000,7.865000,2.498095e+01
57,2020-07-13 01:14:44.440000,7.999000,2.496823e+01
58,2020-07-13 01:14:44.573000,8.132000,2.496283e+01
59,2020-07-13 01:14:44.706000,8.265000,2.496727e+01
60,2020-07-13 01:14:44.840000,8.399000,2.485807e+01
61,2020-07-13 01:14:45.107000,8.666000,2.491926e+01
62,2020-07-13 01:14:45.240000,8.799000,2.491285e+01
63,2020-07-13 01:14:45.373000,8.932000,2.493218e+01
64,2020-07-13 01:14:45.506000,9.065000,2.493843e+01
65,2020-07-13 01:14:45.640000,9.199000,2.494557e+01
66,2020-07-13 01:14:45.773000,9.332000,2.495547e+01
67,2020-07-13 01:14:45.907000,9.466000,2.492997e+01
68,2020-07-13 01:14:46.040000,9.599000,2.493052e+01
69,2020-07-13 01:14:46.173000,9.732000,2.491801e+01
70,2020-07-13 01:14:46.306000,9.865000,2.477090e+01
71,2020-07-13 01:14:46.440000,9.999000,2.472330e+01
72,2020-07-13 01:14:46.573000,10.132000,2.473803e+01
73,2020-07-13 01:14:46.706000,10.265000,2.472875e+01
74,2020-07-13 01:14:46.839000,10.398000,2.474173e+01
75,2020-07-13 01:14:46.972000,10.531000,2.472566e+01
76,2020-07-13 01:14:47.106000,10.665000,2.474866e+01
77,2020-07-13 01:14:47.372000,10.931000,2.472577e+01
78,2020-07-13 01:14:47.505000,11.064000,2.473411e+01
79,2020-07-13 01:14:47.639000,11.198000,2.471284e+01
80,2020-07-13 01:14:47.772000,11.331000,2.476969e+01
81,2020-07-13 01:14:47.905000,11.464000,2.471429e+01
82,2020-07-13 01:14:48.038000,11.597000,2.471474e+01
83,2020-07-13 01:14:48.172000,11.731000,2.473450e+01
84,2020-07-13 01:14:48.305000,11.864000,2.472185e+01
85,2020-07-13 01:14:48.439000,11.998000,2.469643e+01
86,2020-07-13 01:14:48.572000,12.131000,2.470690e+01
87,2020-07-13 01:14:48.705000,12.264000,2.473522e+01
88,2020-07-13 01:14:48.838000,12.397000,2.474900e+01
89,2020-07-13 01:14:48.972000,12.531000,2.475728e+01
90,2020-07-13 01:14:49.106000,12.665000,2.481959e+01
91,2020-07-13 01:14:49.372000,12.931000,2.474554e+01
92,2020-07-13 01:14:49.505000,13.064000,2.473579e+01
93,2020-07-13 01:14:49.639000,13.198000,2.472592e+01
94,2020-07-13 01:14:49.772000,13.331000,2.473556e+01
95,2020-07-13 01:14:49.905000,13.464000,2.470824e+01
96,2020-07-13 01:14:50.038000,13.597000,2.471932e+01
97,2020-07-13 01:14:50.172000,13.731000,2.472622e+01
98,2020-07-13 01:14:50.305000,13.864000,2.470448e+01
99,2020-07-13 01:14:50.439000,13.998000,2.469961e+01
100,2020-07-13 01:14:50.572000,14.131000,2.478242e+01
101,2020-07-13 01:14:50.705000,14.264000,2.475237e+01
102,2020-07-13 01:14:50.838000,14.397000,2.471950e+01
103,2020-07-13 01:14:50.972000,14.531000,2.470521e+01
104,2020-07-13 01:14:51.105000,14.664000,2.473165e+01
105,2020-07-13 01:14:51.239000,14.798000,2.471788e+01
106,2020-07-13 01:14:51.372000,14.931000,2.473345e+01
107,2020-07-13 01:14:51.639000,15.198000,2.476920e+01
108,2020-07-13 01:14:51.772000,15.331000,2.479713e+01
109,2020-07-13 01:14:51.905000,15.464000,2.484584e+01
110,2020-07-13 01:14:52.038000,15.597000,2.494392e+01
111,2020-07-13 01:14:52.172000,15.731000,2.496217e+01
112,2020-07-13 01:14:52.305000,15.864000,2.498937e+01
113,2020-07-13 01:14:52.438000,15.997000,2.499535e+01
114,2020-07-13 01:14:52.571000,16.130000,2.504063e+01
115,2020-07-13 01:14:52.705000,16.264000,2.512284e+01
116,2020-07-13 01:14:52.838000,16.397000,2.533943e+01
117,2020-07-13 01:14:52.972000,16.531000,2.566614e+01
118,2020-07-13 01:14:53.105000,16.664000,2.573379e+01
119,2020-07-13 01:14:53.238000,16.797000,2.590905e+01
120,2020-07-13 01:14:53.372000,16.931000,2.625272e+01
121,2020-07-13 01:14:53.505000,17.064000,2.607758e+01
122,2020-07-13 01:14:53.639000,17.198000,2.612548e+01
123,2020-07-13 01:14:53.905000,17.464000,2.632997e+01
124,2020-07-13 01:14:54.038000,17.597000,2.642564e+01
125,2020-07-13 01:14:54.172000,17.731000,2.651410e+01
126,2020-07-13 01:14:54.305000,17.864000,2.658985e+01
127,2020-07-13 01:14:54.438000,17.997000,2.667345e+01
128,2020-07-13 01:14:54.571000,18.130000,2.675825e+01
129,2020-07-13 01:14:54.705000,18.264000,2.684806e+01
130,2020-07-13 01:14:54.838000,18.397000,2.711316e+01
131,2020-07-13 01:14:54.972000,18.531000,2.700333e+01
132,2020-07-13 01:14:55.105000,18.664000,2.705021e+01
133,2020-07-13 01:14:55.238000,18.797000,2.710251e+01
134,2020-07-13 01:14:55.372000,18.931000,2.715273e+01
135,2020-07-13 01:14:55.505000,19.064000,2.720848e+01
136,2020-07-13 01:14:55.639000,19.198000,2.729340e+01
137,2020-07-13 01:14:55.905000,19.464000,2.744531e+01
138,2020-07-13 01:14:56.038000,19.597000,2.752482e+01
139,2020-07-13 01:14:56.172000,19.731000,2.762058e+01
140,2020-07-13 01:14:56.305000,19.864000,2.783422e+01
141,2020-07-13 01:14:56.438000,19.997000,2.774539e+01
142,2020-07-13 01:14:56.571000,20.130000,2.778697e+01
143,2020-07-13 01:14:56.705000,20.264000,2.788241e+01
144,2020-07-13 01:14:56.838000,20.397000,2.793162e+01
