frame,abstime,reltime,Line 2 [C]
0,2020-07-13 01:47:29.512000,0.000000,2.523319e+01
1,2020-07-13 01:47:29.645000,0.133000,2.612466e+01
2,2020-07-13 01:47:29.779000,0.267000,2.610299e+01
3,2020-07-13 01:47:29.912000,0.400000,2.613587e+01
4,2020-07-13 01:47:30.045000,0.533000,2.612202e+01
5,2020-07-13 01:47:30.178000,0.666000,2.610118e+01
6,2020-07-13 01:47:30.312000,0.800000,2.611385e+01
7,2020-07-13 01:47:30.445000,0.933000,2.610457e+01
8,2020-07-13 01:47:30.578000,1.066000,2.609698e+01
9,2020-07-13 01:47:30.711000,1.199000,2.609464e+01
10,2020-07-13 01:47:30.845000,1.333000,2.518478e+01
11,2020-07-13 01:47:30.978000,1.466000,2.611386e+01
12,2020-07-13 01:47:31.111000,1.599000,2.608452e+01
13,2020-07-13 01:47:31.244000,1.732000,2.609646e+01
14,2020-07-13 01:47:31.511000,1.999000,2.611123e+01
15,2020-07-13 01:47:31.644000,2.132000,2.611794e+01
16,2020-07-13 01:47:31.778000,2.266000,2.613050e+01
17,2020-07-13 01:47:31.911000,2.399000,2.612816e+01
18,2020-07-13 01:47:32.044000,2.532000,2.613329e+01
19,2020-07-13 01:47:32.177000,2.665000,2.614628e+01
20,2020-07-13 01:47:32.311000,2.799000,2.515774e+01
21,2020-07-13 01:47:32.444000,2.932000,2.615973e+01
22,2020-07-13 01:47:32.577000,3.065000,2.616960e+01
23,2020-07-13 01:47:32.710000,3.198000,2.618540e+01
24,2020-07-13 01:47:32.844000,3.332000,2.617423e+01
25,2020-07-13 01:47:32.977000,3.465000,2.617627e+01
26,2020-07-13 01:47:33.111000,3.599000,2.617546e+01
27,2020-07-13 01:47:33.244000,3.732000,2.616345e+01
28,2020-07-13 01:47:33.377000,3.865000,2.609798e+01
29,2020-07-13 01:47:33.511000,3.999000,2.601818e+01
30,2020-07-13 01:47:33.777000,4.265000,2.508828e+01
31,2020-07-13 01:47:33.910000,4.398000,2.593551e+01
32,2020-07-13 01:47:34.044000,4.532000,2.593910e+01
33,2020-07-13 01:47:34.177000,4.665000,2.594883e+01
34,2020-07-13 01:47:34.311000,4.799000,2.596694e+01
35,2020-07-13 01:47:34.444000,4.932000,2.597154e+01
36,2020-07-13 01:47:34.577000,5.065000,2.597958e+01
37,2020-07-13 01:47:34.710000,5.198000,2.596772e+01
38,2020-07-13 01:47:34.844000,5.332000,2.596512e+01
39,2020-07-13 01:47:34.977000,5.465000,2.595847e+01
40,2020-07-13 01:47:35.110000,5.598000,2.511427e+01
41,2020-07-13 01:47:35.244000,5.732000,2.592554e+01
42,2020-07-13 01:47:35.377000,5.865000,2.591974e+01
43,2020-07-13 01:47:35.511000,5.999000,2.592015e+01
