frame,abstime,reltime,Line 2 [C]
0,2020-07-12 23:32:05.050000,0.000000,2.511117e+01
1,2020-07-12 23:32:05.183000,0.133000,2.554472e+01
2,2020-07-12 23:32:05.317000,0.267000,2.555908e+01
3,2020-07-12 23:32:05.450000,0.400000,2.555341e+01
4,2020-07-12 23:32:05.583000,0.533000,2.550464e+01
5,2020-07-12 23:32:05.716000,0.666000,2.547674e+01
6,2020-07-12 23:32:05.850000,0.800000,2.548453e+01
7,2020-07-12 23:32:05.983000,0.933000,2.546222e+01
8,2020-07-12 23:32:06.116000,1.066000,2.548143e+01
9,2020-07-12 23:32:06.250000,1.200000,2.548016e+01
10,2020-07-12 23:32:06.383000,1.333000,2.505737e+01
11,2020-07-12 23:32:06.517000,1.467000,2.547445e+01
12,2020-07-12 23:32:06.650000,1.600000,2.547880e+01
13,2020-07-12 23:32:06.783000,1.733000,2.545618e+01
14,2020-07-12 23:32:07.050000,2.000000,2.547831e+01
15,2020-07-12 23:32:07.183000,2.133000,2.548877e+01
16,2020-07-12 23:32:07.317000,2.267000,2.548338e+01
17,2020-07-12 23:32:07.450000,2.400000,2.546933e+01
18,2020-07-12 23:32:07.583000,2.533000,2.546575e+01
19,2020-07-12 23:32:07.716000,2.666000,2.547798e+01
20,2020-07-12 23:32:07.850000,2.800000,2.507372e+01
21,2020-07-12 23:32:07.983000,2.933000,2.544702e+01
22,2020-07-12 23:32:08.116000,3.066000,2.544368e+01
23,2020-07-12 23:32:08.249000,3.199000,2.546434e+01
24,2020-07-12 23:32:08.383000,3.333000,2.545701e+01
25,2020-07-12 23:32:08.517000,3.467000,2.547757e+01
26,2020-07-12 23:32:08.650000,3.600000,2.546107e+01
27,2020-07-12 23:32:08.783000,3.733000,2.547095e+01
28,2020-07-12 23:32:08.916000,3.866000,2.547504e+01
29,2020-07-12 23:32:09.050000,4.000000,2.546869e+01
30,2020-07-12 23:32:09.317000,4.267000,2.505773e+01
31,2020-07-12 23:32:09.450000,4.400000,2.533381e+01
32,2020-07-12 23:32:09.583000,4.533000,2.531054e+01
33,2020-07-12 23:32:09.716000,4.666000,2.532931e+01
34,2020-07-12 23:32:09.850000,4.800000,2.535096e+01
35,2020-07-12 23:32:09.983000,4.933000,2.535053e+01
36,2020-07-12 23:32:10.116000,5.066000,2.535561e+01
37,2020-07-12 23:32:10.249000,5.199000,2.535995e+01
38,2020-07-12 23:32:10.383000,5.333000,2.534110e+01
39,2020-07-12 23:32:10.517000,5.467000,2.534389e+01
40,2020-07-12 23:32:10.650000,5.600000,2.508105e+01
41,2020-07-12 23:32:10.783000,5.733000,2.535657e+01
42,2020-07-12 23:32:10.916000,5.866000,2.534793e+01
43,2020-07-12 23:32:11.050000,6.000000,2.534200e+01
44,2020-07-12 23:32:11.183000,6.133000,2.532034e+01
45,2020-07-12 23:32:11.317000,6.267000,2.532319e+01
46,2020-07-12 23:32:11.583000,6.533000,2.535827e+01
47,2020-07-12 23:32:11.716000,6.666000,2.535446e+01
48,2020-07-12 23:32:11.850000,6.800000,2.536246e+01
49,2020-07-12 23:32:11.983000,6.933000,2.534219e+01
50,2020-07-12 23:32:12.116000,7.066000,2.503735e+01
51,2020-07-12 23:32:12.249000,7.199000,2.530849e+01
52,2020-07-12 23:32:12.383000,7.333000,2.533665e+01
53,2020-07-12 23:32:12.517000,7.467000,2.533639e+01
54,2020-07-12 23:32:12.650000,7.600000,2.535442e+01
55,2020-07-12 23:32:12.783000,7.733000,2.532974e+01
56,2020-07-12 23:32:12.916000,7.866000,2.534920e+01
57,2020-07-12 23:32:13.050000,8.000000,2.536360e+01
58,2020-07-12 23:32:13.183000,8.133000,2.532769e+01
59,2020-07-12 23:32:13.316000,8.266000,2.535893e+01
60,2020-07-12 23:32:13.583000,8.533000,2.502586e+01
61,2020-07-12 23:32:13.716000,8.666000,2.537990e+01
62,2020-07-12 23:32:13.850000,8.800000,2.539690e+01
63,2020-07-12 23:32:13.983000,8.933000,2.518753e+01
64,2020-07-12 23:32:14.116000,9.066000,2.507226e+01
65,2020-07-12 23:32:14.249000,9.199000,2.508817e+01
66,2020-07-12 23:32:14.383000,9.333000,2.509107e+01
67,2020-07-12 23:32:14.517000,9.467000,2.500665e+01
68,2020-07-12 23:32:14.650000,9.600000,2.499516e+01
69,2020-07-12 23:32:14.783000,9.733000,2.502287e+01
70,2020-07-12 23:32:14.916000,9.866000,2.506622e+01
71,2020-07-12 23:32:15.050000,10.000000,2.501414e+01
72,2020-07-12 23:32:15.183000,10.133000,2.501232e+01
73,2020-07-12 23:32:15.316000,10.266000,2.504548e+01
74,2020-07-12 23:32:15.449000,10.399000,2.510968e+01
75,2020-07-12 23:32:15.583000,10.533000,2.512506e+01
76,2020-07-12 23:32:15.850000,10.800000,2.515371e+01
77,2020-07-12 23:32:15.983000,10.933000,2.514802e+01
78,2020-07-12 23:32:16.116000,11.066000,2.516424e+01
79,2020-07-12 23:32:16.249000,11.199000,2.517183e+01
80,2020-07-12 23:32:16.383000,11.333000,2.520666e+01
81,2020-07-12 23:32:16.516000,11.466000,2.519624e+01
82,2020-07-12 23:32:16.650000,11.600000,2.518187e+01
83,2020-07-12 23:32:16.783000,11.733000,2.519345e+01
84,2020-07-12 23:32:16.916000,11.866000,2.517511e+01
85,2020-07-12 23:32:17.050000,12.000000,2.518071e+01
86,2020-07-12 23:32:17.183000,12.133000,2.518282e+01
87,2020-07-12 23:32:17.316000,12.266000,2.520532e+01
88,2020-07-12 23:32:17.449000,12.399000,2.520669e+01
89,2020-07-12 23:32:17.583000,12.533000,2.518633e+01
90,2020-07-12 23:32:17.716000,12.666000,2.516403e+01
91,2020-07-12 23:32:17.982000,12.932000,2.514173e+01
92,2020-07-12 23:32:18.116000,13.066000,2.517735e+01
93,2020-07-12 23:32:18.249000,13.199000,2.520418e+01
94,2020-07-12 23:32:18.383000,13.333000,2.524453e+01
95,2020-07-12 23:32:18.516000,13.466000,2.526831e+01
96,2020-07-12 23:32:18.648000,13.598000,2.526742e+01
97,2020-07-12 23:32:18.782000,13.732000,2.526899e+01
98,2020-07-12 23:32:18.915000,13.865000,2.532491e+01
99,2020-07-12 23:32:19.049000,13.999000,2.551595e+01
100,2020-07-12 23:32:19.182000,14.132000,2.561731e+01
101,2020-07-12 23:32:19.315000,14.265000,2.586594e+01
102,2020-07-12 23:32:19.448000,14.398000,2.615809e+01
103,2020-07-12 23:32:19.582000,14.532000,2.627692e+01
104,2020-07-12 23:32:19.715000,14.665000,2.635966e+01
105,2020-07-12 23:32:19.848000,14.798000,2.644358e+01
106,2020-07-12 23:32:20.115000,15.065000,2.660963e+01
107,2020-07-12 23:32:20.248000,15.198000,2.668196e+01
108,2020-07-12 23:32:20.382000,15.332000,2.674777e+01
109,2020-07-12 23:32:20.515000,15.465000,2.681038e+01
110,2020-07-12 23:32:20.648000,15.598000,2.684909e+01
111,2020-07-12 23:32:20.782000,15.732000,2.691336e+01
112,2020-07-12 23:32:20.915000,15.865000,2.695363e+01
113,2020-07-12 23:32:21.048000,15.998000,2.700241e+01
114,2020-07-12 23:32:21.182000,16.132000,2.707393e+01
115,2020-07-12 23:32:21.315000,16.265000,2.714260e+01
116,2020-07-12 23:32:21.448000,16.398000,2.719373e+01
117,2020-07-12 23:32:21.582000,16.532000,2.724011e+01
118,2020-07-12 23:32:21.715000,16.665000,2.730939e+01
119,2020-07-12 23:32:21.848000,16.798000,2.739045e+01
120,2020-07-12 23:32:21.981000,16.931000,2.737254e+01
121,2020-07-12 23:32:22.115000,17.065000,2.744418e+01
122,2020-07-12 23:32:22.381000,17.331000,2.753670e+01
123,2020-07-12 23:32:22.514000,17.464000,2.813874e+01
124,2020-07-12 23:32:22.648000,17.598000,2.875931e+01
125,2020-07-12 23:32:22.782000,17.732000,2.934997e+01
126,2020-07-12 23:32:22.915000,17.865000,2.996609e+01
127,2020-07-12 23:32:23.048000,17.998000,3.053758e+01
128,2020-07-12 23:32:23.181000,18.131000,3.122455e+01
129,2020-07-12 23:32:23.315000,18.265000,3.188602e+01
130,2020-07-12 23:32:23.448000,18.398000,3.179493e+01
131,2020-07-12 23:32:23.582000,18.532000,3.331736e+01
132,2020-07-12 23:32:23.715000,18.665000,3.404025e+01
133,2020-07-12 23:32:23.848000,18.798000,3.481781e+01
134,2020-07-12 23:32:23.981000,18.931000,3.557796e+01
135,2020-07-12 23:32:24.115000,19.065000,3.636869e+01
136,2020-07-12 23:32:24.248000,19.198000,3.714987e+01
137,2020-07-12 23:32:24.514000,19.464000,3.878893e+01
138,2020-07-12 23:32:24.648000,19.598000,3.964569e+01
139,2020-07-12 23:32:24.782000,19.732000,4.049152e+01
