frame,abstime,reltime,Line 2 [C]
0,2020-07-12 23:09:12.668000,0.000000,2.509399e+01
1,2020-07-12 23:09:12.802000,0.134000,2.540895e+01
2,2020-07-12 23:09:12.935000,0.267000,2.540231e+01
3,2020-07-12 23:09:13.068000,0.400000,2.539320e+01
4,2020-07-12 23:09:13.201000,0.533000,2.541142e+01
5,2020-07-12 23:09:13.335000,0.667000,2.541590e+01
6,2020-07-12 23:09:13.468000,0.800000,2.541159e+01
7,2020-07-12 23:09:13.601000,0.933000,2.540668e+01
8,2020-07-12 23:09:13.735000,1.067000,2.542280e+01
9,2020-07-12 23:09:13.868000,1.200000,2.542241e+01
10,2020-07-12 23:09:14.002000,1.334000,2.508333e+01
11,2020-07-12 23:09:14.135000,1.467000,2.539742e+01
12,2020-07-12 23:09:14.268000,1.600000,2.537321e+01
13,2020-07-12 23:09:14.401000,1.733000,2.539490e+01
14,2020-07-12 23:09:14.535000,1.867000,2.540463e+01
15,2020-07-12 23:09:14.802000,2.134000,2.539278e+01
16,2020-07-12 23:09:14.935000,2.267000,2.540832e+01
17,2020-07-12 23:09:15.068000,2.400000,2.540517e+01
18,2020-07-12 23:09:15.201000,2.533000,2.539293e+01
19,2020-07-12 23:09:15.335000,2.667000,2.541429e+01
20,2020-07-12 23:09:15.468000,2.800000,2.509591e+01
21,2020-07-12 23:09:15.601000,2.933000,2.538820e+01
22,2020-07-12 23:09:15.735000,3.067000,2.537628e+01
23,2020-07-12 23:09:15.868000,3.200000,2.540814e+01
24,2020-07-12 23:09:16.002000,3.334000,2.538809e+01
25,2020-07-12 23:09:16.135000,3.467000,2.538729e+01
26,2020-07-12 23:09:16.268000,3.600000,2.540981e+01
27,2020-07-12 23:09:16.401000,3.733000,2.542388e+01
28,2020-07-12 23:09:16.535000,3.867000,2.520223e+01
29,2020-07-12 23:09:16.668000,4.000000,2.521503e+01
30,2020-07-12 23:09:16.802000,4.134000,2.511022e+01
31,2020-07-12 23:09:17.068000,4.400000,2.509769e+01
32,2020-07-12 23:09:17.201000,4.533000,2.511467e+01
33,2020-07-12 23:09:17.335000,4.667000,2.510089e+01
34,2020-07-12 23:09:17.468000,4.800000,2.511278e+01
35,2020-07-12 23:09:17.601000,4.933000,2.512548e+01
36,2020-07-12 23:09:17.735000,5.067000,2.512559e+01
37,2020-07-12 23:09:17.868000,5.200000,2.515688e+01
