frame,abstime,reltime,Line 2 [C]
0,2020-07-13 01:02:24.379000,0.000000,2.540105e+01
1,2020-07-13 01:02:24.513000,0.134000,2.581142e+01
2,2020-07-13 01:02:24.646000,0.267000,2.580895e+01
3,2020-07-13 01:02:24.779000,0.400000,2.581193e+01
4,2020-07-13 01:02:24.912000,0.533000,2.583622e+01
5,2020-07-13 01:02:25.045000,0.666000,2.584958e+01
6,2020-07-13 01:02:25.179000,0.800000,2.584719e+01
7,2020-07-13 01:02:25.312000,0.933000,2.586437e+01
8,2020-07-13 01:02:25.445000,1.066000,2.587532e+01
9,2020-07-13 01:02:25.578000,1.199000,2.586608e+01
10,2020-07-13 01:02:25.712000,1.333000,2.545818e+01
11,2020-07-13 01:02:25.845000,1.466000,2.583879e+01
12,2020-07-13 01:02:25.978000,1.599000,2.585036e+01
13,2020-07-13 01:02:26.111000,1.732000,2.587002e+01
14,2020-07-13 01:02:26.245000,1.866000,2.586462e+01
15,2020-07-13 01:02:26.512000,2.133000,2.586250e+01
16,2020-07-13 01:02:26.645000,2.266000,2.584515e+01
17,2020-07-13 01:02:26.778000,2.399000,2.584893e+01
18,2020-07-13 01:02:26.912000,2.533000,2.584943e+01
19,2020-07-13 01:02:27.045000,2.666000,2.582926e+01
20,2020-07-13 01:02:27.179000,2.800000,2.538059e+01
21,2020-07-13 01:02:27.312000,2.933000,2.581411e+01
22,2020-07-13 01:02:27.445000,3.066000,2.580583e+01
23,2020-07-13 01:02:27.578000,3.199000,2.581852e+01
24,2020-07-13 01:02:27.712000,3.333000,2.580445e+01
25,2020-07-13 01:02:27.845000,3.466000,2.579556e+01
26,2020-07-13 01:02:27.978000,3.599000,2.578806e+01
27,2020-07-13 01:02:28.111000,3.732000,2.579781e+01
28,2020-07-13 01:02:28.245000,3.866000,2.578629e+01
29,2020-07-13 01:02:28.378000,3.999000,2.577162e+01
30,2020-07-13 01:02:28.511000,4.132000,2.535147e+01
31,2020-07-13 01:02:28.778000,4.399000,2.577417e+01
32,2020-07-13 01:02:28.912000,4.533000,2.578166e+01
33,2020-07-13 01:02:29.045000,4.666000,2.579308e+01
34,2020-07-13 01:02:29.178000,4.799000,2.575962e+01
